SITE.ID	ABLABESMYIA	APEDILUM	BOREOCHLUS	BRILLIA	BRYOPHAENOCLADIUS	CARDIOCLADIUS	CHAETOCLADIUS	CHIRONOMUS	CLADOTANYTARSUS	CORYNONEURA	CRICOTOPUS	DIAMESA	EUKIEFFERIELLA	HELENIELLA	HETEROTRISSOCLADIUS	HYDROBAENUS	KRENOPELOPIA	KRENOSMITTIA	LARSIA	LIMNOPHYES	LOPESCLADIUS	MACROPELOPIA	METRIOCNEMUS	MICROPSECTRA	MICHROTENDIPES	MICROTENDIPES	NILOTANYPUS	PAGASTIA	PARAKIEFFERIELLA	PARAMETRIOCNEMUS	PARAPHAENOCLADIUS	PARATANYTARSUS	PARORTHOCLADIUS	PENTANEURA	PHAENOPSECTRA	POLYPEDILUM	POTTHASTIA	PSECTROTANYPUS	PSEUDODIAMESA	PSEUDORTHOCLADIUS	RADOTANYPUS	RHEOCRICOTOPUS	RHEOTANYTARSUS	STEMPELLINA	STEMPELLINELLA	STILOCLADIUS	SYNORTHOCLADIUS	TANYTARSUS	THIENEMANNIELLA	THIENEMANNIMYIA	TVETENIA	MICROPSECTRA.TANYTARSUS	PARAMERINA.ZAVRELIMYIA	SERGENTIA	ORTHOCLADIUS	AMPHIZOA	GYRINUS	AGABUS	OREODYTES	AMPUMIXIS	CLEPTELMIS	DUBIRAPHIA	HETERLIMNIUS	LARA	NARPUS	OPTIOSERVUS	ORDOBREVIA	ZAITZEVIA	C..BARR.UNDESCRIBED	BRYCHIUS	HALIPLUS	AMETOR	BEROSUS	ENOCHRUS	HELOPHORUS	CYMBIODYTA	CRENITIS	ANACAENA	HYDROBIUS	ACNEUS	EUBRIANAX	PSEPHENUS	OCHTHEBIUS	HYDRAENA	CAECIDOTEA	HYALELLA	GAMMARUS	PACIFASTACUS	DEUTEROPHLEBIA	ATHERIX	LIMNOPHORA	GLUTOPS	PTYCHOPTERA	THAUMALEA	AGATHON	BLEPHARICERA	PHILORUS	BEZZIA.PALPOMYIA	ATRICHOPOGON	FORCIPOMYIA	CULICOIDES	DIXA	DIXELLA	MERINGODIXA	CHELIFERA	CLINOCERA	HEMERODROMIA	OREOGETON	WIEDEMANNIA	MARUINA	PERICOMA	PSYCHODA	PROSIMULIUM	SIMULIUM	CALOPARYPHUS	ANTOCHA	MOLOPHILUS	DICRANOTA	CRYPTOLABIS	HESPEROCONOPA	HEXATOMA	PILARIA	LIMNOPHILA	LIMONIA	PEDICIA	RHABDOMASTIX	TIPULA	GONOMYIA	BAETIS	CENTROPTILUM	DIPHETOR	LABIOBAETIS	ACENTRELLA	PROCLOEON	FALLCEON	CAENIS	ATTENELLA	CAUDATELLA	DRUNELLA	EPHEMERELLA	SERRATELLA	TIMPANOGA	CINYGMA	CINYGMULA	EPEORUS	HEPTAGENIA	NIXE	NIXE.LEUCOCRUTA	IRONODES	RHITHROGENA	PARALEPTOPHLEBIA	AMELETUS	TRICORYTHODES	FERRISIA	FLUMINICOLA	POTAMOPYRGUS	FOSSARIA	PHYSELLA	PHYSA	PROMENETUS	JUGA	GERRIS	LEBERTIA	ESTELLOXUS	WANDESIA	PROTZIA	ALBERTATHYAS	SPERCHON	SPERCHONOPSIS	TORRENTICOLA	TESTUDACARUS	HYGROBATES	ATRACTIDES	MIDEOPSIS	OROHERMES	SIALIS	HYDRA	POLYCELIS	PROSTOMA	CORDULEGASTER	OCTOGOMPHUS	OPHIOGOMPHUS	PISIDIUM	CORBICULA	KATHROPERLA	PARAPERLA	PLUMIPERLA	SUWALLIA	SWELTSA	DESPAXIA	MOSELIA	NEMOURA	AMPHINEMURA	MALENKA	PODMOSTA	PROSTOIA	SOYEDINA	VISOKA	ZAPADA	CALINEURIA	CLAASSENIA	DORONEURIA	HESPEROPERLA	CULTUS	DIURA	ISOPERLA	KOGOTUS	MEGARCYS	PERLINODES	SETVENA	SKWALA	SOLIPERLA	YORAPERLA	SIERRAPERLA	PTERONARCELLA	PTERONARCYS	HETEROPLECTRON	HELICOPSYCHE	LEPIDOSTOMA	AMIOCENTRUS	RHYACOPHILA	BRACHYCENTRUS	MICRASEMA	APATANIA	PEDOMOECUS	AGAPETUS	ANAGAPETUS	GLOSSOSOMA	PROTOPTILA	ARCTOPSYCHE	PARAPSYCHE	CHEUMATOPSYCHE	HYDROPSYCHE	PALAEGAPETUS	AGRAYLEA	HYDROPTILA	LEUCOTRICHIA	NEOTRICHIA	OCHROTRICHIA	METRICHIA.SP.	MYSTACIDES	OECETIS	CERACLEA	PSEUDOSTENOPHYLAX	ALLOCOSMOECUS	CRYPTOCHIA	DESMONA	DICOSMOECUS	ECCLISOCOSMOECUS	ECCLISOMYIA	GOERA	HYDATOPHYLAX	ONOCOSMOECUS	PHILOCASCA	PSYCHOGLYPHA	NEROPHILUS	NAMAMYIA	DOLOPHILODES	WORMALDIA	POLYCENTROPUS	PSYCHOMYIA	NEOTHREMMA	NEOPHYLAX	OLIGOPHLEBODES	FARULA	GUMAGA
99016CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  9	 0	 1	  0	 0	 19	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 1	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  1	 0	0	  0	0	 0	 0	0	 0	168	0	  0	0	  0	 0	0	 1	  0	0	 0	0	0	0	0	 33	 0	  7	0	 0	0	0	0	 0	 0	  0	 0	 1	 0	  0	  0	  0	 0	 0	0	 0	  0	  0	 0	0	0	 0	 0	 0	0	 0	 0	  1	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  2	 0	0	  0	 3	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	  4	 0	 0	  0	0	 0	 0	  1	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 2	 0	 0	 0	 1	 0	0	 0
99016REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  3	 1	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  2	0	  0	0	  0	 0	0	 1	  0	0	 0	0	0	0	0	 50	 0	  0	0	 0	0	0	0	 0	 1	 35	 0	 4	 0	  0	  2	  9	 0	 0	0	 3	 29	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  3	 0	  0	0	  0	 0	0	0	 0	 0	  2	 0	0	  0	 0	 0	 0	 0	  0	 4	 0	0	 0	 0	  0	0	 0	  2	 0	0	  0	 0	  9	 0	 0	  5	0	 0	 0	  0	0	 0	 0	 0	  2	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	0	 0
99017CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 29	 0	11	  6	 0	 35	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  6	 0	0	  0	0	 0	 0	0	 0	 15	0	 10	0	  3	 0	0	 1	  0	0	 0	0	1	0	0	 22	 0	 17	0	 0	0	0	0	 1	 0	  0	 0	 5	 0	  0	  0	  0	 0	 0	0	 0	  0	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 9	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  0	 9	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	  4	 0	 0	  0	0	 0	 0	  0	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 5	 0	 0	 0	 0	0	0	0	0	0	 0	 5	 0	 0	 0	 5	 0	0	 0
99017REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  9	 0	 0	  0	 1	  4	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  4	0	  3	0	  3	 0	0	 0	  0	0	 0	0	0	0	0	 36	 0	  1	0	 3	0	0	0	 0	 0	 13	 0	 1	 0	  0	  0	  7	 0	 0	0	 0	  4	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  0	 1	0	  0	 0	 0	 0	 0	  0	 1	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	 20	 0	 0	  0	0	 1	 0	 21	0	 3	 0	 0	  5	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 1	 0	 0	 0	 0	0	0	0	0	0	 0	 5	 0	 0	 0	 2	 0	0	 0
99018CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  4	 0	 0	  0	 0	  6	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	1	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  4	 0	0	  0	0	 0	 0	0	 0	 26	0	  7	0	  3	 0	0	 2	  0	0	 0	0	0	1	0	 73	 0	  1	0	 0	0	0	0	 0	 0	  0	 0	 8	 0	  0	  0	  6	 0	 0	0	 0	  0	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 6	 0	  0	 0	  1	0	  0	 2	0	0	 0	 0	  2	 4	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	  9	 0	 0	  0	0	 0	 0	  1	0	 2	 0	 0	  2	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	20	 0	 0	 0	 3	 0	0	 0
99018REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  4	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  1	0	 0	 0	0	 0	  0	0	  2	0	  8	 0	1	 2	  0	0	 0	0	1	0	0	 65	 0	  0	0	11	0	0	0	 0	 0	  5	 0	 1	 0	  0	  1	  5	 0	 0	0	 1	  1	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	1	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  0	 0	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	  2	 0	 0	  6	0	16	 0	 63	0	 3	 0	 0	  4	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 3	 0	 0	 0	 0	0	0	0	0	0	 0	 4	 0	 0	 0	15	 1	0	 0
99019CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 1	 10	 0	  7	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  3	0	 12	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	  2	 0	  0	0	 0	0	0	0	 0	 0	  0	 0	 3	 0	  0	  0	  0	 0	 0	1	 0	  0	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 8	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  0	 0	0	  1	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	  1	 0	 0	  0	0	 0	 0	  0	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	27	 0	 0	 0	 0	0	0	0	0	0	 0	 5	 0	 0	 0	 0	 0	0	 0
99019REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 1	 0	 0	  1	 0	 0	  0	 0	  5	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	1	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  0	0	  0	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	100	 0	  1	0	 0	0	0	0	 0	 0	 44	 1	 3	 0	  0	  7	  8	 0	 0	0	 1	  1	  1	 5	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  8	 2	  0	0	  0	 3	0	0	 0	 0	  2	 3	0	  0	 1	 0	 0	 0	  0	 0	 0	0	 0	 0	  3	0	 0	  0	 0	0	  0	 0	 13	 0	 0	  0	0	 0	 0	  0	0	 5	 0	 0	  0	0	 0	 1	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	11	 0	 0	 0	 0	 0	0	 0
99020CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 1	  0	 0	  2	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	 28	0	  0	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	  8	 0	  0	0	 0	0	0	0	 0	 0	  0	 0	 0	 0	  0	  0	  0	 0	 0	0	 0	  0	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	1	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  0	 2	0	  0	 1	 0	 0	 0	  0	 0	 0	0	 0	 0	  1	0	 0	  0	 0	0	  0	 2	  2	 0	 0	  0	0	 0	 0	  3	0	 0	 0	 0	  3	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 1	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	0	 0
99020REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  1	0	  0	0	  1	 0	0	 0	  0	0	 0	0	0	0	0	 24	 0	  0	0	 0	0	0	0	 0	 5	 15	 0	 6	 0	  0	  7	 49	 0	 0	0	 3	 72	  1	 1	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  9	 1	  0	0	  0	 1	0	0	 0	 6	  1	 0	0	  4	 0	 0	 0	 0	  0	 5	 0	0	 0	 0	  1	0	 0	  1	 0	0	  0	 0	 10	 0	 5	  0	0	 0	 0	  0	0	 0	 8	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 1	 0	 0	 0	0	0	0	0	0	 5	 0	 0	 0	 0	 0	 0	0	 0
99021CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  4	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  1	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	 19	0	  1	0	  2	 0	0	 0	  0	0	 0	0	0	0	0	 52	 0	  1	0	 0	0	0	0	 0	 0	 14	 0	11	 1	  0	  4	  3	 0	 0	0	 0	  1	  4	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 2	0	0	 0	 0	  2	 1	0	  2	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  1	 0	0	  0	 0	  1	 0	 0	  0	0	 0	 0	  1	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 1	 0	 0	 0	 0	 0	0	 0
99021REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  1	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 2	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 1	0	  0	0	 0	 0	0	 3	  0	0	  0	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	 58	 0	  0	0	 0	0	0	0	 0	10	  8	 0	 2	 0	  0	  0	  4	 0	 0	0	 0	  1	  3	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  1	 0	 0	 0	  3	 1	  0	0	  0	 0	0	0	 0	 3	 13	 3	0	  0	 0	 0	 0	 0	  0	 4	 0	0	 0	 0	 27	0	 0	  3	 0	0	  0	 0	  6	 0	 3	  0	0	 0	 0	  0	0	 0	12	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	1	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	0	 0
99022CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  3	 1	 0	  0	 0	  5	0	0	0	 1	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	1	0	0	  4	  0	 0	  1	 0	0	  0	0	 0	 0	0	 0	 11	0	  0	0	  2	 0	0	 1	  0	0	 0	0	0	0	0	 14	 0	  4	0	 0	0	0	0	 0	 0	  8	 0	 0	 0	  0	  4	  1	 0	 0	0	 4	  0	  9	 0	0	0	 0	 0	 0	0	 0	 0	  1	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 1	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  3	 1	  0	0	  0	32	0	0	 0	 0	 14	 2	0	  0	 6	 0	 0	 2	  0	 0	 0	0	 0	 0	  2	0	 0	  0	 0	0	  1	 0	  4	 0	 2	  0	0	 0	 0	  6	0	 0	 0	 0	 19	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 7	 0	 0	 0	20	 0	0	 0
99022REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 1	  2	 4	  5	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	1	0	0	 0	 0	 0	5	1	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	102	0	 14	0	  3	 0	0	 1	  0	0	 0	0	0	0	0	 33	 0	  1	0	10	0	0	0	 0	 0	 14	 0	 0	 0	  0	  0	  1	 0	 0	0	 0	  0	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  0	 0	0	  0	 4	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 2	  6	 0	 0	  0	0	 0	 0	  1	0	 0	 0	 0	 40	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 2	 0	 0	 0	 0	0	0	0	0	0	 0	13	 0	 0	 0	 1	 0	0	 0
99023CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 1	  1	 0	  6	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  1	  0	 0	  1	 0	0	  0	0	 0	 0	0	 0	 21	0	  1	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	 21	 0	  6	0	 1	0	0	0	 0	 0	  1	 0	 1	 0	  0	  0	  1	 0	 0	0	 0	 15	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  4	 0	  0	0	  0	 0	0	0	 0	 0	  0	 0	0	  0	 7	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  1	 0	0	  0	 0	  5	 0	 0	  0	0	 0	 0	 10	0	 1	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 1	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 2	 0	0	 0
99023REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 5	 0	 0	 31	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  1	0	 0	 0	0	 0	 12	0	  0	0	  3	 0	0	 2	  0	0	 0	0	0	1	0	 12	 0	  0	0	 0	0	0	0	 0	 0	 14	 0	 2	 0	  0	  0	  4	 0	 0	0	 0	  0	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	1	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  2	 0	  0	0	  0	 0	0	0	 0	 0	  0	 4	0	  0	 5	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  2	 0	0	  0	 2	 26	 0	 0	  0	0	 1	 0	  8	0	 1	 0	 0	  7	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 2	 0	 0	 0	25	 0	0	 0
